0;0;124 
0;1;125 
0;2;124 
0;3;118 
0;4;112 
0;5;111 
0;6;115 
0;7;102 
0;8;115 
0;9;126 
0;10;127 
0;11;127 
0;12;124 
0;13;120 
0;14;117 
0;15;116 
0;16;114 
0;17;112 
0;18;114 
0;19;114 
0;20;112 
0;21;112 
0;22;116 
0;23;117 
0;24;118 
0;25;119 
0;26;117 
0;27;115 
0;28;112 
0;29;109 
0;30;108 
0;31;105 
0;32;105 
0;33;104 
0;34;105 
0;35;107 
0;36;110 
0;37;114 
0;38;117 
0;39;119 
0;40;121 
0;41;123 
0;42;125 
0;43;126 
0;44;119 
0;45;115 
0;46;114 
0;47;123 
0;48;131 
0;49;130 
0;50;128 
0;51;124 
0;52;121 
0;53;120 
0;54;118 
0;55;116 
0;56;116 
0;57;115 
0;58;112 
0;59;110 
0;60;109 
0;61;107 
0;62;107 
0;63;108 
0;64;110 
0;65;113 
0;66;115 
0;67;117 
0;68;119 
0;69;121 
0;70;122 
0;71;124 
0;72;125 
0;73;125 
0;74;125 
0;75;123 
0;76;123 
0;77;122 
0;78;125 
0;79;129 
0;80;135 
0;81;138 
0;82;136 
0;83;129 
0;84;121 
0;85;116 
0;86;115 
0;87;118 
0;88;122 
0;89;127 
0;90;129 
0;91;130 
0;92;130 
0;93;128 
0;94;128 
0;95;129 
0;96;133 
0;97;138 
0;98;139 
0;99;128 
1;0;120 
1;1;120 
1;2;118 
1;3;110 
1;4;105 
1;5;110 
1;6;116 
1;7;117 
1;8;123 
1;9;128 
1;10;131 
1;11;130 
1;12;128 
1;13;122 
1;14;119 
1;15;116 
1;16;113 
1;17;109 
1;18;109 
1;19;109 
1;20;107 
1;21;109 
1;22;109 
1;23;114 
1;24;117 
1;25;121 
1;26;120 
1;27;118 
1;28;115 
1;29;112 
1;30;110 
1;31;104 
1;32;104 
1;33;103 
1;34;101 
1;35;105 
1;36;108 
1;37;113 
1;38;116 
1;39;117 
1;40;120 
1;41;121 
1;42;121 
1;43;128 
1;44;128 
1;45;126 
1;46;130 
1;47;133 
1;48;134 
1;49;133 
1;50;133 
1;51;128 
1;52;125 
1;53;122 
1;54;118 
1;55;116 
1;56;116 
1;57;117 
1;58;114 
1;59;113 
1;60;109 
1;61;106 
1;62;103 
1;63;105 
1;64;105 
1;65;111 
1;66;112 
1;67;114 
1;68;117 
1;69;119 
1;70;120 
1;71;122 
1;72;123 
1;73;125 
1;74;124 
1;75;123 
1;76;120 
1;77;120 
1;78;122 
1;79;128 
1;80;135 
1;81;140 
1;82;137 
1;83;132 
1;84;124 
1;85;116 
1;86;115 
1;87;120 
1;88;125 
1;89;131 
1;90;134 
1;91;136 
1;92;134 
1;93;131 
1;94;130 
1;95;130 
1;96;133 
1;97;139 
1;98;140 
1;99;124 
2;0;116 
2;1;116 
2;2;111 
2;3;105 
2;4;108 
2;5;110 
2;6;114 
2;7;118 
2;8;124 
2;9;130 
2;10;131 
2;11;134 
2;12;133 
2;13;128 
2;14;125 
2;15;119 
2;16;115 
2;17;111 
2;18;105 
2;19;102 
2;20;99 
2;21;102 
2;22;106 
2;23;110 
2;24;115 
2;25;122 
2;26;122 
2;27;121 
2;28;118 
2;29;115 
2;30;111 
2;31;79 
2;32;94 
2;33;103 
2;34;102 
2;35;103 
2;36;107 
2;37;113 
2;38;116 
2;39;118 
2;40;117 
2;41;119 
2;42;119 
2;43;121 
2;44;123 
2;45;127 
2;46;131 
2;47;132 
2;48;132 
2;49;135 
2;50;134 
2;51;130 
2;52;128 
2;53;123 
2;54;120 
2;55;118 
2;56;118 
2;57;123 
2;58;121 
2;59;120 
2;60;114 
2;61;107 
2;62;103 
2;63;103 
2;64;106 
2;65;108 
2;66;109 
2;67;114 
2;68;117 
2;69;121 
2;70;121 
2;71;122 
2;72;123 
2;73;123 
2;74;122 
2;75;123 
2;76;120 
2;77;118 
2;78;119 
2;79;125 
2;80;130 
2;81;138 
2;82;138 
2;83;131 
2;84;125 
2;85;122 
2;86;121 
2;87;133 
2;88;132 
2;89;135 
2;90;138 
2;91;137 
2;92;137 
2;93;134 
2;94;133 
2;95;133 
2;96;133 
2;97;140 
2;98;140 
2;99;121 
3;0;115 
3;1;111 
3;2;108 
3;3;107 
3;4;108 
3;5;111 
3;6;117 
3;7;119 
3;8;124 
3;9;130 
3;10;133 
3;11;136 
3;12;136 
3;13;132 
3;14;129 
3;15;125 
3;16;119 
3;17;115 
3;18;106 
3;19;101 
3;20;99 
3;21;98 
3;22;103 
3;23;109 
3;24;115 
3;25;121 
3;26;126 
3;27;127 
3;28;123 
3;29;117 
3;30;116 
3;31;106 
3;32;105 
3;33;100 
3;34;99 
3;35;103 
3;36;106 
3;37;114 
3;38;115 
3;39;115 
3;40;115 
3;41;116 
3;42;117 
3;43;119 
3;44;124 
3;45;127 
3;46;129 
3;47;128 
3;48;135 
3;49;139 
3;50;139 
3;51;136 
3;52;130 
3;53;126 
3;54;121 
3;55;120 
3;56;121 
3;57;128 
3;58;98 
3;59;78 
3;60;115 
3;61;112 
3;62;108 
3;63;106 
3;64;105 
3;65;108 
3;66;111 
3;67;115 
3;68;120 
3;69;121 
3;70;123 
3;71;124 
3;72;126 
3;73;127 
3;74;126 
3;75;124 
3;76;121 
3;77;117 
3;78;113 
3;79;119 
3;80;124 
3;81;130 
3;82;133 
3;83;131 
3;84;124 
3;85;122 
3;86;66 
3;87;109 
3;88;136 
3;89;142 
3;90;144 
3;91;144 
3;92;141 
3;93;137 
3;94;136 
3;95;136 
3;96;139 
3;97;142 
3;98;142 
3;99;120 
4;0;112 
4;1;107 
4;2;107 
4;3;106 
4;4;110 
4;5;113 
4;6;117 
4;7;122 
4;8;128 
4;9;131 
4;10;134 
4;11;135 
4;12;135 
4;13;135 
4;14;133 
4;15;131 
4;16;125 
4;17;119 
4;18;111 
4;19;107 
4;20;100 
4;21;102 
4;22;103 
4;23;110 
4;24;115 
4;25;124 
4;26;126 
4;27;131 
4;28;108 
4;29;103 
4;30;117 
4;31;114 
4;32;105 
4;33;101 
4;34;101 
4;35;103 
4;36;108 
4;37;112 
4;38;114 
4;39;116 
4;40;116 
4;41;117 
4;42;117 
4;43;121 
4;44;122 
4;45;125 
4;46;127 
4;47;130 
4;48;137 
4;49;147 
4;50;143 
4;51;143 
4;52;133 
4;53;127 
4;54;123 
4;55;121 
4;56;123 
4;57;132 
4;58;125 
4;59;120 
4;60;123 
4;61;116 
4;62;111 
4;63;109 
4;64;107 
4;65;110 
4;66;113 
4;67;117 
4;68;123 
4;69;126 
4;70;127 
4;71;128 
4;72;128 
4;73;128 
4;74;116 
4;75;116 
4;76;130 
4;77;116 
4;78;112 
4;79;115 
4;80;120 
4;81;126 
4;82;128 
4;83;126 
4;84;124 
4;85;128 
4;86;121 
4;87;132 
4;88;141 
4;89;147 
4;90;148 
4;91;147 
4;92;144 
4;93;141 
4;94;138 
4;95;138 
4;96;141 
4;97;145 
4;98;143 
4;99;121 
5;0;112 
5;1;109 
5;2;108 
5;3;107 
5;4;112 
5;5;116 
5;6;122 
5;7;126 
5;8;130 
5;9;133 
5;10;135 
5;11;136 
5;12;137 
5;13;129 
5;14;126 
5;15;134 
5;16;129 
5;17;123 
5;18;116 
5;19;108 
5;20;102 
5;21;102 
5;22;105 
5;23;113 
5;24;118 
5;25;127 
5;26;130 
5;27;133 
5;28;129 
5;29;123 
5;30;66 
5;31;102 
5;32;106 
5;33;100 
5;34;100 
5;35;104 
5;36;107 
5;37;110 
5;38;112 
5;39;113 
5;40;114 
5;41;116 
5;42;118 
5;43;121 
5;44;123 
5;45;127 
5;46;127 
5;47;130 
5;48;137 
5;49;139 
5;50;77 
5;51;123 
5;52;131 
5;53;126 
5;54;123 
5;55;123 
5;56;124 
5;57;127 
5;58;129 
5;59;129 
5;60;123 
5;61;121 
5;62;116 
5;63;113 
5;64;110 
5;65;111 
5;66;116 
5;67;121 
5;68;127 
5;69;130 
5;70;130 
5;71;131 
5;72;133 
5;73;128 
5;74;107 
5;75;74 
5;76;121 
5;77;116 
5;78;109 
5;79;110 
5;80;113 
5;81;118 
5;82;120 
5;83;124 
5;84;123 
5;85;122 
5;86;127 
5;87;135 
5;88;140 
5;89;146 
5;90;150 
5;91;148 
5;92;146 
5;93;142 
5;94;140 
5;95;140 
5;96;142 
5;97;144 
5;98;145 
5;99;123 
6;0;115 
6;1;111 
6;2;110 
6;3;111 
6;4;116 
6;5;119 
6;6;125 
6;7;129 
6;8;132 
6;9;132 
6;10;135 
6;11;136 
6;12;135 
6;13;126 
6;14;137 
6;15;136 
6;16;132 
6;17;128 
6;18;118 
6;19;111 
6;20;105 
6;21;106 
6;22;107 
6;23;115 
6;24;121 
6;25;111 
6;26;78 
6;27;131 
6;28;130 
6;29;129 
6;30;103 
6;31;113 
6;32;108 
6;33;103 
6;34;103 
6;35;107 
6;36;109 
6;37;113 
6;38;112 
